GW,week,player_key,player,team,Pos,mins,xG_scaled,xA_scaled,xPts,fixtures_in_week,MC_MeanPts,MC_StdPts,MC_Floor,MC_P25,MC_P75,MC_Upside,MC_CaptainMean,MC_CaptainUpside,MC_P1_Return,MC_P2_Return,Bracket_LE_2,Bracket_3_to_6,Bracket_7_to_9,Bracket_10_to_14,Bracket_15_plus,MC_MinPts,MC_MaxPts
35,1,dan burn|newcastle united,Dan Burn,Newcastle United,DEF,75.0,0.008338,0.019345,2.424687,1,2.2691,2.4968951099315326,0,1,3,6,4.5382,12,0.0252,0.0006,0.6839,0.2438,0.0653,0.0065,0.0005,-4,16
35,1,dan ndoye|nottingham forest,Dan Ndoye,Nottingham Forest,MID,60.0,0.0332,0.055109,2.429612,1,1.7289,1.779439459492792,0,0,2,3,3.4578,6,0.0667,0.0041,0.8353,0.1312,0.0298,0.0037,0.0,-1,14
35,1,dan neil|sunderland,Dan Neil,Sunderland,MID,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
35,1,dane scarlett|tottenham,Dane Scarlett,Tottenham,FWD,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
35,1,dango ouattara|brentford,Dango Ouattara,Brentford,MID,75.0,0.261725,0.206592,4.052534,1,3.9864,3.391373621410652,1,2,6,9,7.9728,18,0.3427,0.0733,0.5157,0.2671,0.1395,0.0645,0.0132,-2,24
35,1,daniel james|leeds,Daniel James,Leeds,MID,15.0,0.021467,0.024961,1.16055,1,0.7023,1.112148690598519,0,0,1,1,1.4046,2,0.036,0.0013,0.9641,0.0266,0.0086,0.0007,0.0,-2,14
35,1,daniel muñoz|crystal palace,Daniel Muñoz,Crystal Palace,DEF,90.0,0.090707,0.143164,2.765105,1,2.816,3.152228418119474,0,1,5,7,5.632,14,0.1859,0.0189,0.6389,0.2334,0.0902,0.0321,0.0054,-4,23
35,1,danny welbeck|brighton,Danny Welbeck,Brighton,FWD,60.0,0.356343,0.052579,3.409299,1,2.6636,3.254448500130245,0,0,2,7,5.3272,14,0.2472,0.0555,0.7527,0.1073,0.0912,0.0423,0.0065,-1,20
35,1,david brooks|bournemouth,David Brooks,Bournemouth,MID,15.0,0.07978,0.054773,1.464885,1,0.9746,1.8634792298279044,0,0,1,1,1.9492,2,0.0918,0.009,0.9085,0.0551,0.0295,0.0066,0.0003,-2,17
35,1,david møller wolfe|wolverhampton wanderers,David Møller Wolfe,Wolverhampton Wanderers,DEF,15.0,0.001042,0.019668,1.016772,1,0.3378,0.7240795260190693,0,0,1,1,0.6756,2,0.0137,0.0003,0.9865,0.0124,0.0011,0.0,0.0,-3,8
35,1,david raya|arsenal,David Raya,Arsenal,GK,90.0,0.0,0.0,4.024443,1,3.8667,2.4281950312938214,1,2,6,7,7.7334,14,0.0,0.0,0.4836,0.3633,0.1521,0.001,0.0,-2,10
